run,epochs,best_epoch,best_val_loss,best_val_box_loss,best_val_class_loss,last_val_loss
Adam,17,12,1.2800757884979248,0.93256276845932,0.3475126624107361,1.2990628480911257
AdamW_lr2e-4,26,21,1.2020370960235596,0.8363764882087708,0.3656597435474396,1.289289474487305
AdamW_lr1e-4,14,9,1.2948702573776243,0.9070364832878112,0.3878338634967804,1.3316702842712402
SGD_Momentum_Nesterov,28,23,1.2777416706085205,0.9205923676490784,0.3571495115756988,1.2949960231781006
