run,epochs,best_epoch,best_val_loss,best_val_box_loss,best_val_class_loss,last_val_loss
AdamW_416,26,21,1.2020370960235596,0.8363764882087708,0.3656597435474396,1.289289474487305
AdamW_512,27,22,1.1729393005371094,0.8782656788825989,0.2946736216545105,1.1861859560012815
AdamW_640,20,15,1.2758872509002686,0.8643323183059692,0.4115544259548187,1.2894468307495115
